Episode,Loss,Epsilon,WinRandom,WinChampion
93500,0.4365,0.1000,79.0%,
93550,0.5109,0.1000,,
93600,0.4803,0.1000,,
93650,0.6154,0.1000,,
93700,0.5735,0.1000,,
93750,0.3811,0.1000,,
93750,0.3811,0.1000,92.0%,
93800,0.5190,0.1000,,
93850,0.6110,0.1000,,
93900,0.6627,0.1000,,
93950,0.6248,0.1000,,
94000,0.4908,0.1000,,
94000,0.4908,0.1000,68.0%,
94000,0.4908,0.1000,,Failed
94050,0.5410,0.1000,,
94100,0.5098,0.1000,,
94150,0.5126,0.1000,,
94200,0.5093,0.1000,,
94250,0.5208,0.1000,,
94250,0.5208,0.1000,76.0%,
94300,0.6201,0.1000,,
94350,0.6697,0.1000,,
94400,0.6364,0.1000,,
94450,0.5508,0.1000,,
94500,0.5315,0.1000,,
94500,0.5315,0.1000,90.0%,
94550,0.5561,0.1000,,
94600,0.7050,0.1000,,
94650,0.6352,0.1000,,
94700,0.5016,0.1000,,
94750,0.6755,0.1000,,
94750,0.6755,0.1000,99.0%,
94800,0.6809,0.1000,,
94850,0.5686,0.1000,,
94900,0.4866,0.1000,,
94950,0.4277,0.1000,,
95000,0.4121,0.1000,,
95000,0.4121,0.1000,78.0%,
95000,0.4121,0.1000,,Failed
95050,0.4415,0.1000,,
95100,0.4700,0.1000,,
95150,0.3930,0.1000,,
95200,0.4807,0.1000,,
95250,0.5756,0.1000,,
95250,0.5756,0.1000,80.0%,
95300,0.4595,0.1000,,
95350,0.4154,0.1000,,
95400,0.3473,0.1000,,
95450,0.4002,0.1000,,
95500,0.4365,0.1000,,
95500,0.4365,0.1000,91.0%,
95550,0.4495,0.1000,,
95600,0.6048,0.1000,,
95650,0.4784,0.1000,,
95700,0.4131,0.1000,,
95750,0.4233,0.1000,,
95750,0.4233,0.1000,93.0%,
95800,0.4112,0.1000,,
95850,0.6584,0.1000,,
95900,0.6312,0.1000,,
95950,0.3837,0.1000,,
96000,0.4146,0.1000,,
96000,0.4146,0.1000,79.0%,
96000,0.4146,0.1000,,Failed
96050,0.4416,0.1000,,
96100,0.5899,0.1000,,
96150,0.6420,0.1000,,
96200,0.5492,0.1000,,
96250,0.5847,0.1000,,
96250,0.5847,0.1000,37.0%,
96300,0.4346,0.1000,,
96350,0.3136,0.1000,,
96400,0.5197,0.1000,,
96450,0.5434,0.1000,,
96500,0.3544,0.1000,,
96500,0.3544,0.1000,95.0%,
96550,0.5657,0.1000,,
96600,0.7019,0.1000,,
96650,0.5472,0.1000,,
96700,0.4925,0.1000,,
96750,0.5724,0.1000,,
96750,0.5724,0.1000,86.0%,
96800,0.5490,0.1000,,
96850,0.5883,0.1000,,
96900,0.5454,0.1000,,
96950,0.4302,0.1000,,
97000,0.4870,0.1000,,
97000,0.4870,0.1000,91.0%,
97000,0.4870,0.1000,,Failed
97050,0.4300,0.1000,,
97100,0.5004,0.1000,,
97150,0.7328,0.1000,,
97200,0.7001,0.1000,,
97250,0.4714,0.1000,,
97250,0.4714,0.1000,90.0%,
97300,0.3861,0.1000,,
97350,0.4648,0.1000,,
97400,0.5352,0.1000,,
97450,0.4579,0.1000,,
97500,0.4865,0.1000,,
97500,0.4865,0.1000,96.0%,
97550,0.4618,0.1000,,
97600,0.4253,0.1000,,
97650,0.5261,0.1000,,
97700,0.4732,0.1000,,
97750,0.5229,0.1000,,
97750,0.5229,0.1000,95.0%,
97800,0.4916,0.1000,,
97850,0.3931,0.1000,,
97900,0.4570,0.1000,,
97950,0.5337,0.1000,,
98000,0.5515,0.1000,,
98000,0.5515,0.1000,82.0%,
98000,0.5515,0.1000,,Failed
98050,0.4235,0.1000,,
98100,0.5853,0.1000,,
98150,0.6315,0.1000,,
98200,0.3465,0.1000,,
98250,0.3960,0.1000,,
98250,0.3960,0.1000,86.0%,
98300,0.5697,0.1000,,
98350,0.6290,0.1000,,
98400,0.5440,0.1000,,
98450,0.4434,0.1000,,
98500,0.5573,0.1000,,
98500,0.5573,0.1000,99.0%,
98550,0.6422,0.1000,,
98600,0.5542,0.1000,,
98650,0.6486,0.1000,,
98700,0.6434,0.1000,,
98750,0.5232,0.1000,,
98750,0.5232,0.1000,100.0%,
98800,0.4502,0.1000,,
98850,0.4207,0.1000,,
98900,0.5067,0.1000,,
98950,0.6105,0.1000,,
99000,0.8049,0.1000,,
99000,0.8049,0.1000,43.0%,
99000,0.8049,0.1000,,Failed
99050,0.8125,0.1000,,
99100,0.5746,0.1000,,
99150,0.5054,0.1000,,
99200,0.5645,0.1000,,
99250,0.5659,0.1000,,
99250,0.5659,0.1000,95.0%,
99300,0.5251,0.1000,,
99350,0.5597,0.1000,,
99400,0.5592,0.1000,,
99450,0.3688,0.1000,,
99500,0.4229,0.1000,,
99500,0.4229,0.1000,86.0%,
99550,0.4877,0.1000,,
99600,0.3926,0.1000,,
99650,0.4496,0.1000,,
99700,0.4752,0.1000,,
99750,0.6346,0.1000,,
99750,0.6346,0.1000,68.0%,
99800,0.6697,0.1000,,
99850,0.4614,0.1000,,
99900,0.6109,0.1000,,
99950,0.7392,0.1000,,
100000,0.6395,0.1000,,
100000,0.6395,0.1000,59.0%,
100000,0.6395,0.1000,,Failed
100050,0.5840,0.1000,,
100100,0.5260,0.1000,,
100150,0.4734,0.1000,,
100200,0.5191,0.1000,,
100250,0.4980,0.1000,,
100250,0.4980,0.1000,70.0%,
100300,0.3722,0.1000,,
100350,0.3490,0.1000,,
100400,0.4758,0.1000,,
100450,0.5807,0.1000,,
100500,0.5108,0.1000,,
100500,0.5108,0.1000,89.0%,
100550,0.6394,0.1000,,
100600,0.7186,0.1000,,
100650,0.4689,0.1000,,
100700,0.3924,0.1000,,
100750,0.5137,0.1000,,
100750,0.5137,0.1000,79.0%,
100800,0.5475,0.1000,,
100850,0.4905,0.1000,,
100900,0.5540,0.1000,,
100950,0.5894,0.1000,,
101000,0.5501,0.1000,,
101000,0.5501,0.1000,88.0%,
101000,0.5501,0.1000,,Failed
101050,0.5332,0.1000,,
101100,0.5939,0.1000,,
101150,0.6569,0.1000,,
101200,0.5961,0.1000,,
101250,0.4655,0.1000,,
101250,0.4655,0.1000,98.0%,
101300,0.4812,0.1000,,
101350,0.4979,0.1000,,
101400,0.4290,0.1000,,
101450,0.5423,0.1000,,
101500,0.4815,0.1000,,
101500,0.4815,0.1000,89.0%,
101550,0.3031,0.1000,,
101600,0.3737,0.1000,,
101650,0.5058,0.1000,,
101700,0.4705,0.1000,,
101750,0.3970,0.1000,,
101750,0.3970,0.1000,90.0%,
101800,0.5162,0.1000,,
101850,0.5877,0.1000,,
101900,0.5264,0.1000,,
101950,0.4830,0.1000,,
102000,0.4810,0.1000,,
102000,0.4810,0.1000,98.0%,
102000,0.4810,0.1000,,Failed
102050,0.5158,0.1000,,
102100,0.4287,0.1000,,
102150,0.6278,0.1000,,
102200,0.7285,0.1000,,
102250,0.4359,0.1000,,
102250,0.4359,0.1000,91.0%,
102300,0.4298,0.1000,,
102350,0.5118,0.1000,,
102400,0.5659,0.1000,,
102450,0.5673,0.1000,,
102500,0.5696,0.1000,,
102500,0.5696,0.1000,94.0%,
102550,0.5067,0.1000,,
102600,0.2985,0.1000,,
102650,0.2468,0.1000,,
102700,0.4001,0.1000,,
102750,0.4603,0.1000,,
102750,0.4603,0.1000,92.0%,
102800,0.4851,0.1000,,
102850,0.6435,0.1000,,
102900,0.6088,0.1000,,
102950,0.5159,0.1000,,
103000,0.6038,0.1000,,
103000,0.6038,0.1000,89.0%,
103000,0.6038,0.1000,,Failed
103050,0.5599,0.1000,,
103100,0.4728,0.1000,,
103150,0.4334,0.1000,,
103200,0.5088,0.1000,,
103250,0.4587,0.1000,,
103250,0.4587,0.1000,91.0%,
103300,0.3130,0.1000,,
103350,0.3935,0.1000,,
103400,0.4697,0.1000,,
103450,0.4245,0.1000,,
103500,0.4295,0.1000,,
103500,0.4295,0.1000,88.0%,
103550,0.3808,0.1000,,
103600,0.4991,0.1000,,
103650,0.5816,0.1000,,
103700,0.4786,0.1000,,
103750,0.4636,0.1000,,
103750,0.4636,0.1000,63.0%,
103800,0.5393,0.1000,,
103850,0.5722,0.1000,,
103900,0.6129,0.1000,,
103950,0.6541,0.1000,,
104000,0.5030,0.1000,,
104000,0.5030,0.1000,94.0%,
104000,0.5030,0.1000,,Failed
104050,0.4656,0.1000,,
104100,0.4221,0.1000,,
104150,0.4523,0.1000,,
104200,0.4938,0.1000,,
104250,0.6297,0.1000,,
104250,0.6297,0.1000,75.0%,
104300,0.6697,0.1000,,
104350,0.4665,0.1000,,
104400,0.5422,0.1000,,
104450,0.6291,0.1000,,
104500,0.5092,0.1000,,
104500,0.5092,0.1000,84.0%,
104550,0.3901,0.1000,,
104600,0.4727,0.1000,,
104650,0.4918,0.1000,,
104700,0.4196,0.1000,,
104750,0.7272,0.1000,,
104750,0.7272,0.1000,86.0%,
104800,0.7514,0.1000,,
104850,0.5213,0.1000,,
104900,0.6915,0.1000,,
104950,0.7198,0.1000,,
105000,0.4322,0.1000,,
105000,0.4322,0.1000,98.0%,
105000,0.4322,0.1000,,Failed
105050,0.4031,0.1000,,
105100,0.4110,0.1000,,
105150,0.3757,0.1000,,
105200,0.3851,0.1000,,
105250,0.4211,0.1000,,
105250,0.4211,0.1000,98.0%,
105300,0.5744,0.1000,,
105350,0.5796,0.1000,,
105400,0.4137,0.1000,,
105450,0.3560,0.1000,,
105500,0.3897,0.1000,,
105500,0.3897,0.1000,82.0%,
105550,0.4121,0.1000,,
105600,0.3537,0.1000,,
105650,0.5149,0.1000,,
105700,0.5607,0.1000,,
105750,0.5067,0.1000,,
105750,0.5067,0.1000,92.0%,
105800,0.5164,0.1000,,
105850,0.4230,0.1000,,
105900,0.4362,0.1000,,
105950,0.4438,0.1000,,
106000,0.3883,0.1000,,
106000,0.3883,0.1000,93.0%,
106000,0.3883,0.1000,,Failed
106050,0.5084,0.1000,,
106100,0.5529,0.1000,,
106150,0.4771,0.1000,,
106200,0.6558,0.1000,,
106250,0.5546,0.1000,,
106250,0.5546,0.1000,82.0%,
106300,0.5112,0.1000,,
106350,0.6433,0.1000,,
106400,0.6697,0.1000,,
106450,0.5641,0.1000,,
106500,0.4695,0.1000,,
106500,0.4695,0.1000,53.0%,
106550,0.4460,0.1000,,
106600,0.4508,0.1000,,
106650,0.5677,0.1000,,
106700,0.5186,0.1000,,
106750,0.4664,0.1000,,
106750,0.4664,0.1000,91.0%,
106800,0.4110,0.1000,,
106850,0.2940,0.1000,,
106900,0.4776,0.1000,,
106950,0.6020,0.1000,,
107000,0.4261,0.1000,,
107000,0.4261,0.1000,90.0%,
107000,0.4261,0.1000,,Failed
107050,0.4102,0.1000,,
107100,0.5459,0.1000,,
107150,0.5281,0.1000,,
107200,0.4563,0.1000,,
107250,0.5479,0.1000,,
107250,0.5479,0.1000,92.0%,
107300,0.5553,0.1000,,
107350,0.3990,0.1000,,
107400,0.5425,0.1000,,
107450,0.6588,0.1000,,
107500,0.4676,0.1000,,
107500,0.4676,0.1000,92.0%,
107550,0.5087,0.1000,,
107600,0.5548,0.1000,,
107650,0.6242,0.1000,,
107700,0.6301,0.1000,,
107750,0.4264,0.1000,,
107750,0.4264,0.1000,83.0%,
107800,0.4761,0.1000,,
107850,0.6234,0.1000,,
107900,0.4881,0.1000,,
107950,0.3730,0.1000,,
108000,0.4295,0.1000,,
108000,0.4295,0.1000,80.0%,
108000,0.4295,0.1000,,Failed
108050,0.6513,0.1000,,
108100,0.8470,0.1000,,
108150,0.7466,0.1000,,
108200,0.6476,0.1000,,
108250,0.5899,0.1000,,
108250,0.5899,0.1000,77.0%,
108300,0.4030,0.1000,,
108350,0.5014,0.1000,,
108400,0.6964,0.1000,,
108450,0.5110,0.1000,,
108500,0.3351,0.1000,,
108500,0.3351,0.1000,96.0%,
108550,0.3819,0.1000,,
108600,0.4854,0.1000,,
108650,0.5360,0.1000,,
108700,0.5981,0.1000,,
108750,0.5928,0.1000,,
108750,0.5928,0.1000,73.0%,
108800,0.5262,0.1000,,
108850,0.4771,0.1000,,
108900,0.5865,0.1000,,
108950,0.6265,0.1000,,
109000,0.4623,0.1000,,
109000,0.4623,0.1000,80.0%,
109000,0.4623,0.1000,,Failed
109050,0.3764,0.1000,,
109100,0.4156,0.1000,,
109150,0.4214,0.1000,,
109200,0.5246,0.1000,,
109250,0.7612,0.1000,,
109250,0.7612,0.1000,87.0%,
109300,0.6517,0.1000,,
109350,0.5152,0.1000,,
109400,0.4558,0.1000,,
109450,0.3458,0.1000,,
109500,0.4271,0.1000,,
109500,0.4271,0.1000,65.0%,
109550,0.5150,0.1000,,
109600,0.4750,0.1000,,
109650,0.4473,0.1000,,
109700,0.6576,0.1000,,
109750,0.7768,0.1000,,
109750,0.7768,0.1000,56.0%,
109800,0.5921,0.1000,,
109850,0.4138,0.1000,,
109900,0.4813,0.1000,,
109950,0.5184,0.1000,,
110000,0.5172,0.1000,,
110000,0.5172,0.1000,77.0%,
110000,0.5172,0.1000,,Failed
110050,0.5998,0.1000,,
110100,0.4849,0.1000,,
110150,0.4894,0.1000,,
110200,0.5640,0.1000,,
110250,0.4487,0.1000,,
110250,0.4487,0.1000,67.0%,
110300,0.3390,0.1000,,
110350,0.3144,0.1000,,
110400,0.4125,0.1000,,
110450,0.4681,0.1000,,
110500,0.4687,0.1000,,
110500,0.4687,0.1000,86.0%,
110550,0.5975,0.1000,,
110600,0.7574,0.1000,,
110650,0.6222,0.1000,,
110700,0.4582,0.1000,,
110750,0.5495,0.1000,,
110750,0.5495,0.1000,78.0%,
110800,0.5064,0.1000,,
110850,0.4362,0.1000,,
110900,0.3677,0.1000,,
110950,0.3940,0.1000,,
111000,0.4693,0.1000,,
111000,0.4693,0.1000,88.0%,
111000,0.4693,0.1000,,Failed
111050,0.3825,0.1000,,
111100,0.4686,0.1000,,
111150,0.5935,0.1000,,
111200,0.5652,0.1000,,
111250,0.5416,0.1000,,
111250,0.5416,0.1000,52.0%,
111300,0.4224,0.1000,,
111350,0.4844,0.1000,,
111400,0.6548,0.1000,,
111450,0.4965,0.1000,,
111500,0.4828,0.1000,,
111500,0.4828,0.1000,82.0%,
111550,0.4973,0.1000,,
111600,0.5700,0.1000,,
111650,0.6671,0.1000,,
111700,0.7065,0.1000,,
111750,0.6992,0.1000,,
111750,0.6992,0.1000,73.0%,
111800,0.4343,0.1000,,
111850,0.3495,0.1000,,
111900,0.4754,0.1000,,
111950,0.5048,0.1000,,
112000,0.5383,0.1000,,
112000,0.5383,0.1000,80.0%,
112000,0.5383,0.1000,,Failed
112050,0.6029,0.1000,,
112100,0.5172,0.1000,,
112150,0.4508,0.1000,,
112200,0.4625,0.1000,,
112250,0.5227,0.1000,,
112250,0.5227,0.1000,95.0%,
112300,0.5352,0.1000,,
112350,0.4674,0.1000,,
112400,0.4822,0.1000,,
112450,0.4850,0.1000,,
112500,0.4895,0.1000,,
112500,0.4895,0.1000,96.0%,
112550,0.4917,0.1000,,
112600,0.4775,0.1000,,
112650,0.4341,0.1000,,
112700,0.3986,0.1000,,
112750,0.4679,0.1000,,
112750,0.4679,0.1000,81.0%,
112800,0.5577,0.1000,,
112850,0.5551,0.1000,,
112900,0.4312,0.1000,,
112950,0.4172,0.1000,,
113000,0.5899,0.1000,,
113000,0.5899,0.1000,95.0%,
113000,0.5899,0.1000,,Failed
113050,0.6612,0.1000,,
113100,0.5733,0.1000,,
113150,0.5700,0.1000,,
113200,0.5671,0.1000,,
113250,0.4164,0.1000,,
113250,0.4164,0.1000,86.0%,
113300,0.3886,0.1000,,
113350,0.3921,0.1000,,
113400,0.4107,0.1000,,
113450,0.5586,0.1000,,
113500,0.4772,0.1000,,
113500,0.4772,0.1000,70.0%,
113550,0.3190,0.1000,,
113600,0.4069,0.1000,,
113650,0.5510,0.1000,,
113700,0.5856,0.1000,,
113750,0.3824,0.1000,,
113750,0.3824,0.1000,61.0%,
113800,0.2479,0.1000,,
113850,0.3608,0.1000,,
113900,0.5856,0.1000,,
113950,0.7180,0.1000,,
114000,0.5593,0.1000,,
114000,0.5593,0.1000,96.0%,
114000,0.5593,0.1000,,Failed
114050,0.5049,0.1000,,
114100,0.5306,0.1000,,
114150,0.5616,0.1000,,
114200,0.5978,0.1000,,
114250,0.6059,0.1000,,
114250,0.6059,0.1000,90.0%,
114300,0.5900,0.1000,,
114350,0.5457,0.1000,,
114400,0.4197,0.1000,,
114450,0.3657,0.1000,,
114500,0.6092,0.1000,,
114500,0.6092,0.1000,88.0%,
114550,0.6751,0.1000,,
114600,0.6535,0.1000,,
114650,0.5802,0.1000,,
114700,0.5355,0.1000,,
114750,0.5569,0.1000,,
114750,0.5569,0.1000,68.0%,
114800,0.5731,0.1000,,
114850,0.5045,0.1000,,
114900,0.4005,0.1000,,
114950,0.5227,0.1000,,
115000,0.6073,0.1000,,
115000,0.6073,0.1000,87.0%,
115000,0.6073,0.1000,,Failed
115050,0.5889,0.1000,,
115100,0.5933,0.1000,,
115150,0.8071,0.1000,,
115200,0.6380,0.1000,,
115250,0.4308,0.1000,,
115250,0.4308,0.1000,80.0%,
115300,0.7091,0.1000,,
115350,0.6342,0.1000,,
115400,0.3570,0.1000,,
115450,0.4317,0.1000,,
115500,0.7126,0.1000,,
115500,0.7126,0.1000,86.0%,
115550,0.7640,0.1000,,
115600,0.7144,0.1000,,
115650,0.8012,0.1000,,
115700,0.5738,0.1000,,
115750,0.4798,0.1000,,
115750,0.4798,0.1000,94.0%,
115800,0.5670,0.1000,,
115850,0.4477,0.1000,,
115900,0.4959,0.1000,,
115950,0.5751,0.1000,,
116000,0.4589,0.1000,,
116000,0.4589,0.1000,84.0%,
116000,0.4589,0.1000,,Failed
116050,0.4055,0.1000,,
116100,0.6022,0.1000,,
116150,0.6020,0.1000,,
116200,0.3741,0.1000,,
116250,0.3708,0.1000,,
116250,0.3708,0.1000,91.0%,
116300,0.5496,0.1000,,
116350,0.5590,0.1000,,
116400,0.4348,0.1000,,
116450,0.5111,0.1000,,
116500,0.7279,0.1000,,
116500,0.7279,0.1000,93.0%,
116550,0.7373,0.1000,,
116600,0.5417,0.1000,,
116650,0.4370,0.1000,,
116700,0.4876,0.1000,,
116750,0.6598,0.1000,,
50,0.4717,0.9991,,
100,0.5012,0.9982,,
150,0.5284,0.9973,,
200,0.4368,0.9964,,
250,0.3690,0.9955,,
50,0.6095,0.9991,,
100,0.5609,0.9982,,
81050,0.4399,0.1000,,
81100,0.5696,0.1000,,
81150,0.6812,0.1000,,
81200,0.6369,0.1000,,
81250,0.4651,0.1000,,
81250,0.4651,0.1000,98.0%,
81300,0.4859,0.1000,,
81350,0.7124,0.1000,,
81400,0.7050,0.1000,,
81450,0.6697,0.1000,,
81500,0.5394,0.1000,,
81500,0.5394,0.1000,89.0%,
81550,0.5713,0.1000,,
81600,0.6205,0.1000,,
81650,0.5842,0.1000,,
81700,0.6194,0.1000,,
81750,0.6137,0.1000,,
81750,0.6137,0.1000,99.0%,
81800,0.4991,0.1000,,
81850,0.4517,0.1000,,
81900,0.5670,0.1000,,
81950,0.5827,0.1000,,
82000,0.6956,0.1000,,
82000,0.6956,0.1000,99.0%,
82000,0.6956,0.1000,,Failed
82050,0.6674,0.1000,,
82100,0.8620,0.1000,,
82150,0.8729,0.1000,,
82200,0.5138,0.1000,,
82250,0.5467,0.1000,,
82250,0.5467,0.1000,95.0%,
82300,0.6618,0.1000,,
82350,0.5597,0.1000,,
82400,0.4391,0.1000,,
82450,0.4717,0.1000,,
82500,0.5201,0.1000,,
82500,0.5201,0.1000,69.0%,
82550,0.5506,0.1000,,
82600,0.5594,0.1000,,
82650,0.5664,0.1000,,
82700,0.4595,0.1000,,
82750,0.3833,0.1000,,
82750,0.3833,0.1000,92.0%,
50,0.6797,0.9991,,
50,0.5141,0.9991,,
100,0.4700,0.9982,,
50,0.5688,0.9991,,
100,0.4913,0.9982,,
50,0.4145,0.9991,,
